,job_id,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,workflow_type,scheduler_type,slowdown,response_time,num_activation_dags
0,0,200,2000,5,0,decentralheft,25.498651026027037,466.6253137762948,759
1,1,200,2000,5,2,decentralheft,635.2788919661037,7305.707257610193,759
2,2,200,2000,5,3,decentralheft,186.41690864711333,8407.402579984811,759
3,3,200,2000,5,1,decentralheft,155.0704064225309,4652.112192675927,759
4,4,200,2000,5,2,decentralheft,637.0151131009757,7325.67380066122,759
5,5,200,2000,5,1,decentralheft,156.3957748206536,4691.873244619608,759
6,6,200,2000,5,2,decentralheft,637.2652998835626,7328.550948660971,759
7,7,200,2000,5,3,decentralheft,189.58938946833814,8550.48146502205,759
8,8,200,2000,5,0,decentralheft,26.17002978846953,478.91154512899243,759
9,9,200,2000,5,0,decentralheft,26.63807316224619,487.4767388691053,759
10,10,200,2000,5,0,decentralheft,27.1535502861229,496.9099702360491,759
11,11,200,2000,5,2,decentralheft,643.2645915552874,7397.542802885805,759
12,12,200,2000,5,1,decentralheft,160.10212636346313,4803.063790903894,759
13,13,200,2000,5,1,decentralheft,161.9083301442961,4857.249904328883,759
14,14,200,2000,5,1,decentralheft,164.75569896859182,4942.6709690577545,759
15,15,200,2000,5,2,decentralheft,137.33374100494663,1579.3380215568861,759
16,16,200,2000,5,2,decentralheft,137.31870025649295,1579.1650529496687,759
17,17,200,2000,5,2,decentralheft,137.10320611038452,1576.686870269422,759
18,18,200,2000,5,3,decentralheft,176.81772209514,7974.479266490815,759
19,19,200,2000,5,1,decentralheft,174.21311607022895,5226.393482106869,759
20,20,200,2000,5,3,decentralheft,176.8583366892634,7976.310984685781,759
21,21,200,2000,5,2,decentralheft,549.1056489723522,6314.71496318205,759
22,22,200,2000,5,1,decentralheft,188.15817877053436,5644.745363116031,759
23,23,200,2000,5,2,decentralheft,548.8460880721752,6311.730012830015,759
24,24,200,2000,5,0,decentralheft,27.00310483736302,494.15681852374325,759
25,25,200,2000,5,0,decentralheft,27.496914821255608,503.19354122897767,759
26,26,200,2000,5,0,decentralheft,27.815027190395625,509.01499758423995,759
27,27,200,2000,5,2,decentralheft,548.2813575059691,6305.235611318645,759
28,28,200,2000,5,2,decentralheft,548.1438964437045,6303.654809102602,759
29,29,200,2000,5,1,decentralheft,195.89037053426694,5876.711116028008,759
30,30,200,2000,5,1,decentralheft,211.44779891143975,6343.433967343192,759
31,31,200,2000,5,2,decentralheft,547.9522325308654,6301.450674104953,759
32,32,200,2000,5,1,decentralheft,227.489209920815,6824.67629762445,759
33,33,200,2000,5,1,decentralheft,246.32219127966295,7389.665738389888,759
34,34,200,2000,5,1,decentralheft,265.7267450585375,7971.802351756125,759
35,35,200,2000,5,3,decentralheft,192.88737718734973,8699.220711149474,759
36,36,200,2000,5,1,decentralheft,272.50572059242927,8175.171617772879,759
37,37,200,2000,5,0,decentralheft,28.32832575666759,518.4083613470169,759
38,38,200,2000,5,0,decentralheft,28.97753540901288,530.2888979849357,759
39,39,200,2000,5,1,decentralheft,275.86717012776376,8276.015103832913,759
40,40,200,2000,5,3,decentralheft,194.9421817429167,8791.892396605543,759
41,41,200,2000,5,3,decentralheft,195.0330605006344,8795.991028578612,759
42,42,200,2000,5,1,decentralheft,276.57778659581174,8297.333597874353,759
43,43,200,2000,5,3,decentralheft,195.01253307054878,8795.06524148175,759
44,44,200,2000,5,3,decentralheft,195.07891888386058,8798.059241662113,759
45,45,200,2000,5,0,decentralheft,29.074631111302725,532.0657493368399,759
46,46,200,2000,5,1,decentralheft,277.0264739651521,8310.794218954563,759
47,47,200,2000,5,3,decentralheft,195.1100645453488,8799.463910995231,759
48,48,200,2000,5,2,decentralheft,689.2923107977145,7926.861574173717,759
49,49,200,2000,5,3,decentralheft,195.18221889662797,8802.718072237922,759
50,50,200,2000,5,2,decentralheft,688.9964783057535,7923.4595005161655,759
51,51,200,2000,5,2,decentralheft,688.9854575344535,7923.332761646216,759
52,52,200,2000,5,2,decentralheft,688.8876771576475,7922.208287312947,759
53,53,200,2000,5,1,decentralheft,277.661408506306,8329.84225518918,759
54,54,200,2000,5,3,decentralheft,195.35071526037592,8810.317258242954,759
55,55,200,2000,5,3,decentralheft,195.42092159929132,8813.483564128039,759
56,56,200,2000,5,2,decentralheft,688.4479686572442,7917.151639558309,759
57,57,200,2000,5,2,decentralheft,688.3351838064107,7915.854613773723,759
58,58,200,2000,5,1,decentralheft,277.8998856692705,8336.996570078114,759
59,59,200,2000,5,3,decentralheft,195.43686579048173,8814.202647150727,759
60,60,200,2000,5,0,decentralheft,28.870991503487925,528.3391445138291,759
61,61,200,2000,5,2,decentralheft,687.9382018877584,7911.289321709221,759
